title,link,published,source,timestamp
China's technology long game - ChinaTalk | Jordan Schneider,https://news.google.com/rss/articles/CBMiaEFVX3lxTFAwb0FFTV8teGxLX2VuNnFBWlFhS05sTnRWZUo3cTRPYVF1NW5nc3NkQV9GaHRab1hENDVGcmFDbms1cjFaX3loRUN0TmJqdTZaY2tMSUFGdTEzVlBCTFRPX2prdUl0cGZl?oc=5,"Fri, 20 Mar 2026 11:46:28 GMT",ChinaTalk | Jordan Schneider,2026-03-23T15:47:29.115336
AI could reverse social media’s worst consequence - Vox,https://news.google.com/rss/articles/CBMid0FVX3lxTE9HY01qMHFwQmEyVE9NRnFCWDdyaEhjNXo0N1BDWkM0LVlxV2lpNWNCQ2oxNzBnc01GbGV2U2lQMm9jcmo1b1FGakJ5Vm9oVXRUSWo3dzZ5V1V0eGRabHRWS1VXdldNd2hoMGlMTjIyM3AyenhIdWpj?oc=5,"Mon, 23 Mar 2026 10:00:00 GMT",Vox,2026-03-23T15:47:29.115372
The Bay Area’s animal welfare movement wants to recruit AI - MIT Technology Review,https://news.google.com/rss/articles/CBMirwFBVV95cUxNajZ1Y3YwSFR0dElfLVlqOEdnVTN6X1pRbFFaVkFKNUxzSktEU0tkSzFINE1RQ0k1LU5iUWFyTXZkSlB0MWRJTUlJX2Y5c2pLVUVnQWk2N3oyZVFPREhLeXliaF9KU18xUlRYUWtuRlktU3dYV2YwSk5aNjh4bVZucDJuVWlzcm9MUUtEYndMLWRYajQyMWxTWVFwbTZEc2Y0ajBrQ09fUWZZVUF3MGpR0gG0AUFVX3lxTFBXSndVZjdxMV9xbmRMYzRuZlNzWmZEZTgxMnlMc3FQTnA2R3g2b2pEMWZkdTVzc2xHXzNUWHdaYnFaVlNYVWNOcVR6UUlwVmlkbHpFVXBjeWhWYk5HQ0xaUGRCb1F6aXFIbG5waE8tUy1tU05XaER5a01ibEZNM05jeUdyWDc5ZnpoNmJUb3V1VjRBZWxseFNBZ011dXNvNkRFTElkSFl6cnEyYlRHRDBKeEI1bw?oc=5,"Mon, 23 Mar 2026 09:00:00 GMT",MIT Technology Review,2026-03-23T15:47:29.115380
"Iran Warns It Will Target Regional Energy, Water, and Technology Infrastructure if US Strikes Its Oil Facilities - Kurdistan24",https://news.google.com/rss/articles/CBMiVkFVX3lxTE5jajB4aS0tMTkwLV9mRVc5QmdrMHVGcDhWYUplM3ktSGNTcjFEWGdad19lUTJEOFJCQlJyaVY2VGJ0XzEwU21FU3d5S3B6TWFXMjJUUDZ3?oc=5,"Sun, 22 Mar 2026 23:20:00 GMT",Kurdistan24,2026-03-23T15:47:29.115387
Molecular technology reveals that shark meat is being sold as corvina in Ecuador - EL PAÍS English,https://news.google.com/rss/articles/CBMi0gFBVV95cUxPbklLVHA1SHFOWXdqOFhPa0dmVi1kb01sZ2NrbUszMk42RUE3VXd4RFl4QXhseG52RS1XcVJvZ3Ewc3plRksyUHFpQW9SZ2VmczFKR2FteU5JM3A3Vm85NVRRU05LNXdZRkpvdnJiam56Y0lqd2FTb2ZRYlRQNVdHWVk0RDFPcXJhSGJiMXZtQ20tTy1TaW5QYkJKRmV1QWFJX3AxTkhLX0VnZHM3am1FSzY2TW5ZWFNwMFA2YnJJcHpTVFdSb2pYcFpucklhNGJBX1HSAeYBQVVfeXFMT1IzR0Qtd294b1U2dHFSN2hlNEV5NFFSTlFrdjVyNUJ3eXZGdlVoU1JLd0g3VmEzNEIzV0tHWTcwMkZYODQ2Z0p4YzRkZTJmOGFSTUg5Rks2aUVQNHVUNUVWWDVnOHZZWHRwdnNvOXl3bjE1OGR4Q0tmX3BCd2R4bzgxNks5b3pDLXFvTWJIbi1uNG0zMHdSQ1JxV3Y2aS0zMWdnM3lXWFdybnd6d0VyYkFWRXlaT3VPc1JhU0VhWjFPMTlrOVVkbnllc3RuTTFJM3RCbGNrZGlBN2ZteDRaeFc0QV82Wnc?oc=5,"Sat, 21 Mar 2026 04:00:00 GMT",EL PAÍS English,2026-03-23T15:47:29.115393
Chatbot Makers Try Sex Appeal - WSJ,https://news.google.com/rss/articles/CBMi-gJBVV95cUxNeWFDMGJDT0w5UU12UEhZVkJacmg5ZEt2U2djRUtJZmxIbWhiaUdfMW1rS0dZX1FmcS0zN2dUb3JQQ3NpQkNjc1Rsc1E1aUdrZmFiY1p2MEpmWW9OOFlmWnh6Y0U5dG1YeFl5MUlaLXdLc1hvV0l3akJrZXFUazcwS0kxNXM0b0djRndZSkNyOHhSeUNrYzdTX2llYzZzeFkwaTQ5N2tadDhpckxvWkN2WkRxLVk1R05HZGY3cEV5TUljeFlKcWVJYVdkaFUzNDJkdGFzZ01fMERjX0dKanlGYWRyQmlRb1REbk1aSk5URHNyMy1MYjZsdXphcVJENHRsODNqcXl5ZkdtMUhENnRQamc3N2pTTUpUNFNFVmF1d1BKWVlVRWc4SVFhazB2RWZoOHRxRmtFUTBTVGJlZElfUnBTcExJb2tJMjdnbEUya2VJTXJRQTMwUVZSd3pTUG1aeWN3QTZlV2NXV3R1TmxHRkNoZ29TRjA4Nmc?oc=5,"Sun, 22 Mar 2026 12:25:00 GMT",WSJ,2026-03-23T15:47:29.115399
"Lurie fires official in charge of permitting reform, technology innovation - sfstandard.com",https://news.google.com/rss/articles/CBMipgFBVV95cUxQeldKR1Zicl9aQmM0cTFLdE1IcG9taGpub1VDaVVXNjBzSDhsVTJJdmF5S1FpS2FMUXM1MzF5T3RYcWF5ZVRYcGREcWNFcmtRcjJpSTE0UDFjQjFZck5WMkh5SEdpSTM1VUV6QnpUYk9zRTZCLTZqOE8wVHdzcFZ6UkwyWmR4NnI1ZU9PVkZhalB5SFBnUS1xSVpxNGJUNVUzLVgyem5B?oc=5,"Sat, 21 Mar 2026 13:00:00 GMT",sfstandard.com,2026-03-23T15:47:29.115405
Wimbledon tennis tournament to introduce video review technology - Reuters,https://news.google.com/rss/articles/CBMimAFBVV95cUxNTy1XRzNwSy1oTUZsaXc0ODN3OTZUeUNsWXYxSWFjZGF0OWtrbTV4ZHdNWFF6RUV6U0VHMEtLZUdOYnFLNWVtdVVqMkF4NmFNcUtlSUFDMzZ5cXJxakFKUkhmdnVWRzVtTTVXMkJCVzJCcmVRYmFCSmhrUFduLTRoUzl2WS00M0pWU3pqOVRUNExqNWhmQ2puZg?oc=5,"Sat, 21 Mar 2026 10:28:44 GMT",Reuters,2026-03-23T15:47:29.115411
Wimbledon: Video review technology introduced for 2026 tournament - BBC,https://news.google.com/rss/articles/CBMiZEFVX3lxTE1wa2dUNU1uSXlhb0lvY2dfVkJyR2FBUjcyNXlXOXRBamRwWVZTSVZpRkVCY0EwTEdkLTA0QnBUY25BSnZVdFMzTkxobjVNdUJ5Q29LTUwxb0gyLUtVcGlhLVMyUEQ?oc=5,"Sat, 21 Mar 2026 09:03:51 GMT",BBC,2026-03-23T15:47:29.115417
Wimbledon announces introduction of Video Review technology for 2026 - ATP Tour,https://news.google.com/rss/articles/CBMihAFBVV95cUxQbW93MGtKZEZoOXZvMlJmajI0VlVWeHl2MElzbzRCVHBWYXpNT2JJMy1aQzBqa09KUk9sMkJOZnZubl81akxudW9DWW52VFlkUU1hWUd1cThrMGVfaTdRN2FsNjNlTExBa2VsZTR4a0tka2dGc0poQVpDenJoWGpsd0piQmk?oc=5,"Sat, 21 Mar 2026 16:04:40 GMT",ATP Tour,2026-03-23T15:47:29.115424
