title,link,published,source,timestamp
NHL Innovation Lab next chapter in League's technology journey - NHL.com,https://news.google.com/rss/articles/CBMigAFBVV95cUxPQjBiRlAwRFFiWXU1cmhhZkNFSHJydVE0UEJsbTNJaGYyOWlkSG9zdlZCM1FFYzVsSnREdDczdzZBZ3B0eGhoamYzeTR6SjJ4VWdmaUpocUFwRExNeEdGaTB6T0RKRkozU0xWODNhY3lkQmdXYnEwNmNhZElVSHRnaw?oc=5,"Mon, 06 Apr 2026 14:05:19 GMT",NHL.com,2026-04-07T15:26:52.990077
Will AI Make Fashion More or Less Sustainable? - Vogue,https://news.google.com/rss/articles/CBMigAFBVV95cUxNSmxvaURJb2pvT3BzbV9aOW9Mcm1jSHk3R2RzYjZEaklwNE5TeGVqOTFPWEItNVZwMlVJMTNCRFhNUlotRU1MQlR3cEVYRTZKa3BKN29rOERyd1hObEN5QUhZWlFIb0F6ZjliNFdRU2N1MC1qOGpEV0I3clNzV3Q3UQ?oc=5,"Tue, 07 Apr 2026 09:30:00 GMT",Vogue,2026-04-07T15:26:52.990127
"Depressed tech valuations could offer entry point for investors, Goldman Sachs says - Yahoo Finance",https://news.google.com/rss/articles/CBMiqgFBVV95cUxOYTVWanF3bGVXbDZxWXJyUVB3eVZsUjJtRjNOaThyZDJfdm8zTFNaRG5ETVZzeDgwY01DZEVYMWdadTM5WEcwWk93ek1mWHhTaS1mQ0FWS190NnI2c2JHcnNmSnNfR2Q2Si1jS3JFS2JNVmlDazJQdmhOOFBYQ2x2YVkwcUVnT3ZJYmp6cWtISG0xUGJLRW9aVzJ2QUhvUkNKWmdCQWNhelVWZw?oc=5,"Tue, 07 Apr 2026 09:05:58 GMT",Yahoo Finance,2026-04-07T15:26:52.990143
A.I. Is on Its Way to Upending Cybersecurity - The New York Times,https://news.google.com/rss/articles/CBMigAFBVV95cUxQR21Ub0VaMXhkWjNLczI4Wk5pT19zckk3dEJWal9LcGltLVIwMWUwOXNreWtQOGtTblcxWEx2UWhxUS14T1RfY3k3dW1lbXFyeGdNYTlIV3RLYmdBUDRsbm9mS0J3SzZIU0RXOTJTRnRGR2ZOdHRTQmd6RHhIbjhqcg?oc=5,"Mon, 06 Apr 2026 15:29:40 GMT",The New York Times,2026-04-07T15:26:52.990154
Tech companies are cutting jobs and betting on AI. The payoff is far from guaranteed - The Guardian,https://news.google.com/rss/articles/CBMie0FVX3lxTE5pMWkwT29XYVp0NmZ6cnFtbmUtM2U1UUVUU0U0MmIwakFyUVNjX0NXb1huM01BTFZwQ0dFdW5oc2JWelRUWXNBRXl4OVFDSEZuenZJN3pkTFBKQ1F3QVZCYy1tbXN2Rk5GZF9WS0w2TDB1QktENmZSWXgzOA?oc=5,"Mon, 06 Apr 2026 22:34:00 GMT",The Guardian,2026-04-07T15:26:52.990168
"China is winning one AI race, the US another - but either might pull ahead - BBC",https://news.google.com/rss/articles/CBMiWkFVX3lxTE9pdHNSdEpTT3NVSXF3VFZuUFNWOTF0UDB6VG5mTUU0RDAxX21lZEhLSWd0YjBmb21KeFlySWE4SFMwenVjS0loY2c1emlRS2dTX2Zmdng4TkNBZw?oc=5,"Tue, 07 Apr 2026 05:13:12 GMT",BBC,2026-04-07T15:26:52.990179
Goldman looked at 40 years of the ‘scarring’ effects of tech and finds Gen Z isn’t the most at risk - Fortune,https://news.google.com/rss/articles/CBMikgFBVV95cUxPREl2RWlKNGJ3WktRTlBFV0JFdERQYV80SjBwUjVXSjVLMmxlalhaM3N2YVlOUjYxdHdaUEVjX0xLVW1yUmVIV1Q2cTFmN3VtS0hoN0NzUjZwMi1UeEZmV3VlTjJtc0ZwSzJQN1JKRnp4U3p1WU9WR0xaVXZuUWZ3b29YS3BRUUltSHlZa0FGelR2Zw?oc=5,"Mon, 06 Apr 2026 19:58:00 GMT",Fortune,2026-04-07T15:26:52.990192
The one piece of data that could actually shed light on your job and AI - MIT Technology Review,https://news.google.com/rss/articles/CBMiwgFBVV95cUxNNU1KczRpUWRzWk9Ccm85OG5IQnk1cUJpQldzUGh0SEtpR0ZmTV9ET2phODB3aEk2SDF0QTdSaGRRemVmUWNHVzBFNEI3akdPY0s1eWQwaHQ0NENXdFVzZDBoTWpUUWNhUTd6SlJOejNEbDFYd3ZRUnBUaWVsVXJIdi1hVUJtZHFNSEhFZC15Y3ltbDJ5ZGtZZnJyd2lPZlM5cHV2Zmk3ekU4bENwUVBGZlQ5RTktS1N0dnNROV9XSjByd9IBxwFBVV95cUxNdjJDQkZEVDVBNHlsb3Vkc1ViOVRscEI5WGtsdUo3WEZKZW9LVVFtMzUxTkozUXZsX2lINURKRDA2MThwMkc2c0dkSnIwQWdWdzhIclJ5ZXE2RTdsei0xWGNJbl8zcDFBNkY4Y0lGSWotVzR4cmV5cVl0WWJtZGRzQktMX3VZU0R4cjVFZkZ4MnpNNjY3WEVqcllVZ3ZjWXJ5M1ZRTEV1ZHZsbWp0UFd3cDEydkh0Wm1nbmhfTU9mRzZRQ2ZscUdn?oc=5,"Mon, 06 Apr 2026 16:33:35 GMT",MIT Technology Review,2026-04-07T15:26:52.990204
Is IonQ's Trapped Ion Technology Its Secret Weapon in Quantum Computing? - The Motley Fool,https://news.google.com/rss/articles/CBMilwFBVV95cUxNQXdnSm1QRi1wTThVSE8wUUx0R1RvdWN1UExrRlMxTzNERlN6NHRlZGdudE44RW1NN291el82R3BONVRISTdfN3ZrTWlzaGNhOWpkdWl0bzkzVmtIUjRLc0hrQTNUZVRCNmZNNDVLMjNHeEliNFJxVklVZmpNMk8zTUF3azJHdE8waC1KZ3dTbDhYLTBDQzJz?oc=5,"Mon, 06 Apr 2026 17:15:00 GMT",The Motley Fool,2026-04-07T15:26:52.990217
Readers respond: Get technology out of schools - OregonLive.com,https://news.google.com/rss/articles/CBMimAFBVV95cUxQWGd6RWhvTjV0dmdIZG9iTHhvVjBTNUpJRnQwbVo4N3lXaFhKUTA5a0lmSXJ2UXIxaUZZVk9TVG5SMWROckUtM2J6VlZIcmN5NmJOMkdKOVc2Ynpqbk5qS1dlcF8xQy1iS1RxM3diWVVySFZnWHI1elhhMXlMcG9qRXRmUmhfY0hBRHg1LXY3YXZxcE1CNHhxdtIBrAFBVV95cUxPNVBSblUxM0Y4My1ab0JJcU80X3ZrUUZvZXFRNm5oNkxwMGt6VmtkWXFiQVJYVlUtNFViYXJjVTdxUTVVcUNZajhpc3NjdGxweWpjMk9TZUpPN0FjcGI0OXJsdmFxS1Vfb2JGVE9CWEEwaXlqZFNEdHRqX2JOeDhRcV9ZNTUwWWVXWFI4NTJlck45S0hLRWtsTXoxeEd4Nm1ITlpwYTNrTHlPV0wy?oc=5,"Mon, 06 Apr 2026 13:00:00 GMT",OregonLive.com,2026-04-07T15:26:52.990227
