title,link,published,source,timestamp
Live updates: US says it destroyed Iranian naval ships and minelayers near the Strait of Hormuz - CNN,https://news.google.com/rss/articles/CBMieEFVX3lxTE9ScXVRR2t5QzJoZmZ1cHotNnNHcWt3WFBNQUgyS2ExcGZCXzV5dmFza0lNSE1GQ2ZXODFjTUtiQTJsOWxDZTY5MmFQRGVZOXRIeUJPUzRNeU1WTTlFNW45ZF83UVFxbkVKVHUwV1JsNWhlVGJpZkYxeg?oc=5,"Wed, 11 Mar 2026 04:02:00 GMT",CNN,2026-03-11T10:36:00.363103
"About 140 US troops wounded in Iran war, 8 severely, Pentagon says - AP News",https://news.google.com/rss/articles/CBMiaEFVX3lxTE1UMGVHS1dVaXhGSnQ3dS01V05aSHJxOTllWkI0MlFHWExwem01OWpTZVZMUlhTbTRVZGJRV01FSFNkWjNCVnVQUWFqc2hGOVNQbHd2ZWE0cnItSzE0cXUzQlJmTGZYWE42?oc=5,"Wed, 11 Mar 2026 03:45:00 GMT",AP News,2026-03-11T10:36:00.363138
PBOC Employs Volatile Yuan Fixing to Manage Iran War Fallout - Bloomberg,https://news.google.com/rss/articles/CBMisAFBVV95cUxORlRPclVWdGRuS1BlZDFRZ1pQdHVaSVRlREdyd2xSZ19rZTZJQXAwMnBKVUtNMUp3Y2RYZ2ZSd3NSNVVrSWs3STRLN0dwdGJQbm04eUFRaUhLYktTZ0h3OWczb1RKVUs5RGo1ZVBMYl94TlpXMmNkUnhxS2lUMDRaZHp3VHVxeTcxQ2tFUi1tUmNodnE0OGlKMHE2dEtPSUtaanRDSHdUVzM3dmxjcHFGQg?oc=5,"Wed, 11 Mar 2026 04:54:00 GMT",Bloomberg,2026-03-11T10:36:00.363149
Lebanon’s latest conflict brings rare public backlash against Hezbollah as war flares again - The Hill,https://news.google.com/rss/articles/CBMi2wFBVV95cUxPLTNwUmQ3WGlwUGNNVzBCWkZKNDRoUlU1QUQ3em9La2FRUF9VQkRLUThfRmRZemZNUjlETzh3aHJhN1pEZGhkdFdQeFlkSmZfbmV4eTNBaTRfX2U5amlhdmRBVm5UVzZTZ1NqSlFIaGdPVWZKQXJlWmV4TlpBUGNlVTJLUzAyQnQwYklNT1pjX1NTMFA2SEozaXg4cWROWkw3YjRsenViUW0yZlZYdXhHbmlFTFVTalZvYU1aV3FtYWxIZk5rRVNkaE1nM1R4U3J5TEdJV3g3VXFNc1HSAeABQVVfeXFMUE52MzQ1R0puNVh6RHFsMnFhbFM2ZHJEWnprRVZiXzhEZUF0eGk2ZFM2LW5CU0FSS3NjSmN1TklPenM5UDk3U2JOdS1RX3lzaDlhMlZjVGVwMXFPZW4xRmNlMFZHTDdCd0pKd2ZZT1NabENYclktaDYwYXRvWF9HNlFIQzlWWlJtYWk0aFJwc2d0VVZHYS1tcEVJMTcyNFk3VlpiNjMwY05SYkRNQ19DQUMxZzlRMk9PUkpqdUFKUWpYWWFKS1hKUmZmZzNPZC13OHAycXBZSTI2elFvSzEya1M?oc=5,"Wed, 11 Mar 2026 05:03:05 GMT",The Hill,2026-03-11T10:36:00.363157
The economic consequences of war with Iran - Financial Times,https://news.google.com/rss/articles/CBMicEFVX3lxTE8wb0l3aV9SWUt5SWVoWlQ4Z3FmU1ZKcXhtc1dSSWRtTWxfX2VENmNRZGZfVGtZamFRNFdISWtQZ1JKYzlPOXBzUjI1Z3U3MGs2cUNkMkVPaVZLM0ZmekY3TnhHMzgxamUzQVBZNWgzV3c?oc=5,"Wed, 11 Mar 2026 05:00:30 GMT",Financial Times,2026-03-11T10:36:00.363166
How Trump and His Advisers Miscalculated Iran’s Response to War - The New York Times,https://news.google.com/rss/articles/CBMikwFBVV95cUxPRFBuWF9PQjcxbG8ydmNEMGRXdFI4aW5sbEh6aHIwNXlNYjBPeG83VUxlaHZqMnN6WkFPOHRNeXhmUnpCV042bGRjblE5V1R0cG1YbkhST2ptSzdtUkVubnpfMzcwVk1QcDFhVWQtYmROOGVkakN3WGI1dTBkYW9TaTVtLVd3M1J1WXp2b2ZiTDdSNUU?oc=5,"Wed, 11 Mar 2026 03:15:16 GMT",The New York Times,2026-03-11T10:36:00.363173
Iran war live updates: Regime issues threat against protesters; drone reportedly hits major US diplomatic facility in Iraq - The Guardian,https://news.google.com/rss/articles/CBMi2AFBVV95cUxNT1hKM3l0TXFsVGNWY0JmUjZtUS1ma1FDVWdQV0xIZDE0QzM0Ry1BWGY3TGQ2R0w4UW9GbElUY2tvbjRFRjVRdnoxYUxJY0ZoeWZwamFLeHVYdWpHaC1WUE1nXzdKeC14S01wMUZNVlBSelhJNEI3a18xdmJtWFNyRkNJeXZ1S3hTYXF5U19yX1VjRDE0cG9mbWZYQUh4V3IyaXMwR3NRRnVfSHd6dGJ2YzhzOTlJWFNyMTl0bTUxOEdJYXpGTEJ1YTBfUWtXaWZtNG5BTS05TkM?oc=5,"Wed, 11 Mar 2026 04:13:00 GMT",The Guardian,2026-03-11T10:36:00.363185
"Israel launches new strikes at Iran and Lebanon, as US says it has hit 16 Iranian mine-laying ships - BBC",https://news.google.com/rss/articles/CBMiVEFVX3lxTE50UVlTU0FUeDIxZlRJYlBZWThadTVjeWtMNGMwQ0c0WXhNTzltWFAxR2hwdndneW15Vk5ibk4wTktlaC15enFuaHV5elhFLUQ1Tk9Ldg?oc=5,"Wed, 11 Mar 2026 04:08:22 GMT",BBC,2026-03-11T10:36:00.363193
Iran sends millions of oil barrels to China through Strait of Hormuz even as war chokes the waterway - CNBC,https://news.google.com/rss/articles/CBMihwFBVV95cUxQSmRCOVlVaEE0MEFTNWlKTVo2eTU2eU5yUl9fU2RHTU51Rm9DNDdqWWc2XzJnWGQzSTZPM2g0OVc1QjBuS2hyb2VRMmFob2dRNDE5Z3VQZGdnaHJnVGc0QjF4ME5SOEk3UTJpLVZ0aDhQdGFFdzg0b2Y4TzNKZ01rSnBWOXA3a3fSAYwBQVVfeXFMTUNxSE1wejBYcUF3YkFsQ1FOYUdyRjBoZWdlNzYweHY4aDJPSUhpVUMxNTNsZE1LZ2Z1MGRJd0tBLXNoU2RNa1ZSSWxRbk1WTUpIMGozWTBvMGl5c2VEdUNCc3J2YUZZcmhMWGd5cTV1YTEwWU9tRnVrWlFUVHFYM1dWT2lmUGNWc2hXbE4?oc=5,"Wed, 11 Mar 2026 03:49:00 GMT",CNBC,2026-03-11T10:36:00.363200
"Iran war live: Tehran says US, Israel have hit nearly 10,000 civilian sites - Al Jazeera",https://news.google.com/rss/articles/CBMiuAFBVV95cUxOc0lINXRiZWpvc0xuYjNKZDBmOTlnanQ2UWpZaGc0dENRQnFGczBpdEdXZ0lNTTh5SzJfNHRuUnNWWFdxYmJoZ3d5WUtiNUZDZjY0cFRrS1huUW1zMHV6bmNjd1FGbFhueUY1YkFMVzA5NTBlYlhRLUQzRnctNFlLSUxJQjRvU3ZmSWJtd0FCMjVhd0VuNVRjSW52b3Bnb3Bkb3FLVmdCeEgxUi1ERWdwTnotMjB4RUhW0gG-AUFVX3lxTE5SRFh5clk0dG43WlQyaHFpcV9MNHpISDB1TS1oU0RGWEJ5cHAtcjVWZzBSZFNvWVhSeTZQcnRUWmNmeC1WZkNLaV9HZko1M1RhaTNJaEJCT3dZSFdDMDg2RHRiUXZGZS1tSkRNbU12a1h3TGVCdFE3RURMTnI3RldpNzZFUk84Rlp0UVpBNldadGluZXdBYTU3RXhBRWgzUEpYSjR5Um1wLUZGM09IRHIyaG1wcmp6SEE2SDRyZVE?oc=5,"Wed, 11 Mar 2026 04:23:19 GMT",Al Jazeera,2026-03-11T10:36:00.363210
