title,link,published,source,timestamp
"Iran war live: Tehran vows to use powerful missiles, rejects Trump talks - Al Jazeera",https://news.google.com/rss/articles/CBMivgFBVV95cUxNbkJDbUR3VWpZUlBoZEFGUkd3ckxnWl9mdGFoQXN0SldON3BXaGp4YnQwWlhtMGdXRUd6VFRNcFhpRWx5Sm9RYzUwMG1GSU5oczJkZFR6WGUwSElSM0FZZ2tqM3hhQk5kSk5ybTJmWklRUjl5Zmc5bHpjX21sakhZX1lBcU92a21razROUWp5OHg3U0drN2tFM1hFTFprVGI5Y05YOWhWazJuakgwV21PVC1QWHBTOG5yVVhqaEtn0gHDAUFVX3lxTE55V01sdC1GWlY1a09fVGF3WG9fUEl1eWVicTJxaU01bnd6M1FDSFdRQjFhYmVfeHhVR013Yy1naHRTN25LUUhPQ3Y1a3ZUZnNiVGh0dXdNY2ZaNm11aER6cjZIVXN6UGVYeFJvNGJQQzQtT2l2cGRDbngyMV9rdGwwYXFnazRja1IxQWY4WnNCTl9HVmJyWDZaejFSbUdkNEtkZmNkV2d2Zm85X3FmWGtxY1M3QS1lU0wyYUxnUlBPeWphQQ?oc=5,"Tue, 10 Mar 2026 05:53:14 GMT",Al Jazeera,2026-03-10T20:41:27.803765
"Iran Live Updates: After Global Economy Shudders, Trump Zigzags on Whether War Is Nearing End - The New York Times",https://news.google.com/rss/articles/CBMie0FVX3lxTFB2Z0U4Z1lhcnBSdUJDZ25fLV93OWd3OWw0dGhCTGpoR1dPdlo4VGpwdDNkU3U4R0h0b0tLOFFwVlJjNGM1czJMZDNhemVlcUFGMS00c2xDNlZ3QXRuQjVrQTdNczRhbVVjZlhzRmlGeU02MjYyOHVEVTN0VQ?oc=5,"Tue, 10 Mar 2026 13:32:13 GMT",The New York Times,2026-03-10T20:41:27.803786
"Live updates: US will end war with Iran ‘on our timeline,’ Hegseth says - CNN",https://news.google.com/rss/articles/CBMieEFVX3lxTE9ScXVRR2t5QzJoZmZ1cHotNnNHcWt3WFBNQUgyS2ExcGZCXzV5dmFza0lNSE1GQ2ZXODFjTUtiQTJsOWxDZTY5MmFQRGVZOXRIeUJPUzRNeU1WTTlFNW45ZF83UVFxbkVKVHUwV1JsNWhlVGJpZkYxeg?oc=5,"Tue, 10 Mar 2026 14:57:00 GMT",CNN,2026-03-10T20:41:27.803821
Russia Set for Oil-Revenue Surge in Coming Weeks on Iran War - Bloomberg.com,https://news.google.com/rss/articles/CBMiswFBVV95cUxPZl9jeXl5eS1WWDcxNUJ1TmpWczlUeDdtYlVKdC1uSTc1QzhrMXNvR0c5SXJuXzc1UGlLYWxiRWJQUUdvajg3cmNNaldyVk5nMGVTS2FnVFhVcExPUlVZWW5oY0FWZ3k2WXAyQWpmUlVBclN1RUx3bVp3THFGQWRYb1VveGpvU29HTGxHeUJ2Zlc1VjJxZVBzOXJPbnNsRVJ4eUlMRWl4aU9SRUtxb2N5X3Bjcw?oc=5,"Tue, 10 Mar 2026 14:29:39 GMT",Bloomberg.com,2026-03-10T20:41:27.803829
War will not interrupt annual migration of millions of birds through Israel — expert - The Times of Israel,https://news.google.com/rss/articles/CBMiswFBVV95cUxPTmNaUUt3QlVIUGE1MGJyaEVfZDAyWE91aWNEcU8ycmljWDFQUTJ5S09RRUNLYnQzbElGYV9MYjQyekhPRUt4QlVvc003STZ5dWRnTm5tV2g2Q0l1Nkp2ZmcyUm53bFg1Zm5pWlg5SUREa3Zad2JlV2E1MC12VVpTeVI0VHI3OFpxSnpETUpZUXRSVHBTRGhwUWUwdlhwV2NCT0NHTEhWX3VGemRHY1JydDNzRdIBuAFBVV95cUxPM1NNdy1kMEpYclFCQmlrR1BPSE4zNm5BWG5OSlRHTi1fV2NCVmdQOUYzOElwZlFfZDJoT3Z6M096R0hLUkZ3ZGxPTVVTSzV5VmtaTlpYa3BHYnJVeF9KYkVUQXdFbTlZaGZHa1o0Qzh5bmhhWEVsX0R2RHoxVm9hWjBWcURlalVGRjBuRU5Rck1fUGhjYkNfVnlTcjVRc0toWE1FV2FURUY4XzdPM3M0TUNaQ3ZwcDV1?oc=5,"Tue, 10 Mar 2026 14:53:46 GMT",The Times of Israel,2026-03-10T20:41:27.803837
A world at war: Iran conflict goes global - Axios,https://news.google.com/rss/articles/CBMidEFVX3lxTE9YcFBWZm03U094YWdXZEJWVG9Rd1VKOXBjcGVmWXVZendpNG9vXy0yMW5YOWtCc2diYWhjUDNvZHl3TzEwY3Vlc0FkY0dwWU1SN24xNjRCM0t0eWlHazIzR3B2MUxwc2dOeHpGS1BhTE1LXzc2?oc=5,"Tue, 10 Mar 2026 09:01:30 GMT",Axios,2026-03-10T20:41:27.803844
"Hegseth says today will be 'most intense' of US war on Iran, as people in Tehran describe strikes to BBC - BBC",https://news.google.com/rss/articles/CBMiVEFVX3lxTE50UVlTU0FUeDIxZlRJYlBZWThadTVjeWtMNGMwQ0c0WXhNTzltWFAxR2hwdndneW15Vk5ibk4wTktlaC15enFuaHV5elhFLUQ1Tk9Ldg?oc=5,"Tue, 10 Mar 2026 14:59:34 GMT",BBC,2026-03-10T20:41:27.803851
"Dow jumps 200 points, continuing comeback from Iran war lows, as oil prices decline: Live updates - CNBC",https://news.google.com/rss/articles/CBMid0FVX3lxTFBxWmljWWJ1d05kQmZaSmVuclpTRGRIYWZpWXdza1BCSndKRFl2WjlmM0NEMEdzYUpTUC1oZDUwOU9mQ1hqZTIzMXpRLWRqaTZqem5oVEZIMHpzNFM1QXYxbmwxNVBHUWpIaEdEUkZQVkRGWktOUFZN0gF8QVVfeXFMUG9lM1RIeUczVXQ5REF0SXotNm0yU0VYR3ZROU5WZUQ1Sng3ejAwUDJuaFFEZFZDNmt1VERYVFdvbmFZQzcwSHBHN2FsM252cFBDM0xrWWp1bDNIV0RYRXJoQUhHNmF4VDZ3OXc2Zi1yQ1RySHlJUHNuZmVTaA?oc=5,"Tue, 10 Mar 2026 15:06:00 GMT",CNBC,2026-03-10T20:41:27.803858
"Trump, Putin talk of war and peace as US weighs easing Russian oil sanctions - Reuters",https://news.google.com/rss/articles/CBMitgFBVV95cUxQYnhTSnZKOUprOHpHT0FwSEZsZXpRbC0xUDZRbFBhN0NsYl9pZENZRG9KSnFJUVZnRE1XRUtnNnVFVVYxTkp2QU5Id1o1UFlFOHowNC15d3dGa3l1R0p2VGo1ZmpfSUFVOTU1M3BmaFBzUkw3YjBkMkVxc2ZWOHRyeVM5ckdxMVF3ZThJOTh5M29YSGItZVVhcnN5bFd5dm5BSW1OS0M3dm5RakgxTV9JY2FTNzl2Zw?oc=5,"Mon, 09 Mar 2026 20:50:17 GMT",Reuters,2026-03-10T20:41:27.803865
"UK, Germany and Italy ‘working together’ to navigate commercial shipping through strait of Hormuz - business live - The Guardian",https://news.google.com/rss/articles/CBMitgFBVV95cUxNQjhkWU9NTVM5d2NUZGZHNklyR2IySVhmUjZOajZVVEtUejYxZDEyaFh6cmZWVURfWnF5OE10bEt4b181VWVEb2s0N3hyNklPWVRZcnBVdEdheU1fd0xQRVl3QVl2SzlNZEZUWnhocEtSeC1qb19aSFZ0U0FSRDlmYldnQVRoYmI3SEVOZGw2YnlkbnJnWG90cUFDTVJ3VVBxOTdMNW02cV83ZW5ldldTWF9uZkR2dw?oc=5,"Tue, 10 Mar 2026 07:26:00 GMT",The Guardian,2026-03-10T20:41:27.803872
